"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Valour Rift","Floor 4","Gauntlet String","-","10.00%","One-Mouse Band",
"Valour Rift","Floor 4","Gauntlet String","-","10.00%","Champion Danseuse",
"Valour Rift","Floor 4","Gauntlet String","-","10.00%","Possessed Armaments",
"Valour Rift","Floor 4","Gauntlet String","-","10.00%","Prestigious Adventurer",
"Valour Rift","Floor 4","Gauntlet String","-","10.00%","Soldier of the Shade",
"Valour Rift","Floor 4","Gauntlet String","-","10.00%","Bulwark of Ascent",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Terrified Adventurer",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Unwavering Adventurer",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Berzerker",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Lumi-lancer",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Mouse of Elements",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Magic Champion",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Possessed Armaments",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Prestigious Adventurer",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Soldier of the Shade",
"Valour Rift","Floor 5","Gauntlet String","-","10.00%","Bulwark of Ascent",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Terrified Adventurer",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Unwavering Adventurer",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Berzerker",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Lumi-lancer",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Cursed Crusader",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Fallen Champion Footman",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Possessed Armaments",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Prestigious Adventurer",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Soldier of the Shade",
"Valour Rift","Floor 6","Gauntlet String","-","10.00%","Bulwark of Ascent",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Terrified Adventurer",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Unwavering Adventurer",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Berzerker",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Lumi-lancer",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Withered Remains",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Arch Champion Necromancer",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Possessed Armaments",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Prestigious Adventurer",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Soldier of the Shade",
"Valour Rift","Floor 7","Gauntlet String","-","10.00%","Bulwark of Ascent",
"Valour Rift","Floor 8","Gauntlet String","-","50.00%","Shade of the Eclipse",
"Valour Rift","Floor 8","Gauntlet String","-","50.00%","The Total Eclipse",
