"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Bristle Woods Rift","Hidden Treasury","Runic String","-","7.58%","Skeletal Champion",501
"Bristle Woods Rift","Hidden Treasury","Runic String","-","6.19%","Shackled Servant",501
"Bristle Woods Rift","Hidden Treasury","Runic String","-","5.39%","Dread Knight",501
"Bristle Woods Rift","Hidden Treasury","Runic String","-","4.59%","Carrion Medium",501
"Bristle Woods Rift","Hidden Treasury","Runic String","-","2.79%","Harbinger of Death",501
"Bristle Woods Rift","Ingress","Runic String","-","20.40%","Dread Knight",1696
"Bristle Woods Rift","Ingress","Runic String","-","20.34%","Sentient Slime",1696
"Bristle Woods Rift","Ingress","Runic String","-","19.22%","Clockwork Timespinner",1696
"Bristle Woods Rift","Ingress","Runic String","-","17.51%","Portal Pursuer",1696
"Bristle Woods Rift","Ingress","Runic String","-","12.21%","Vigilant Ward",1696
"Bristle Woods Rift","Ingress","Runic String","-","9.38%","Shackled Servant",1696
"Bristle Woods Rift","Ingress","Runic String","-","0.94%","Harbinger of Death",1696
"Bristle Woods Rift","Lucky Tower","Runic String","-","23.54%","Epoch Golem",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","15.73%","Portal Plunderer",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","12.22%","Dread Knight",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","11.18%","Record Keeper's Assistant",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","9.75%","Portal Paladin",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","9.62%","Clockwork Timespinner",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","8.97%","Record Keeper",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","5.33%","Skeletal Champion",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","2.08%","Sentient Slime",769
"Bristle Woods Rift","Lucky Tower","Runic String","-","1.56%","Harbinger of Death",769
"Bristle Woods Rift","Runic Laboratory","Runic String","-","26.03%","Timelost Thaumaturge",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","17.37%","Chamber Cleaver",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","14.15%","Shackled Servant",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","12.19%","Timeslither Pythoness",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","10.36%","Dread Knight",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","7.20%","Portal Paladin",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","5.50%","Vigilant Ward",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","4.42%","Skeletal Champion",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","2.02%","Harbinger of Death",1583
"Bristle Woods Rift","Runic Laboratory","Runic String","-","0.76%","Sentient Slime",1583
"Bristle Woods Rift","Timewarp","Runic String","-","31.75%","Carrion Medium",17276
"Bristle Woods Rift","Timewarp","Runic String","-","25.70%","Chronomaster",17276
"Bristle Woods Rift","Timewarp","Runic String","-","17.97%","Timeless Lich",17276
"Bristle Woods Rift","Timewarp","Runic String","-","9.87%","Sentient Slime",17276
"Bristle Woods Rift","Timewarp","Runic String","-","9.86%","Portal Paladin",17276
"Bristle Woods Rift","Timewarp","Runic String","-","4.84%","Skeletal Champion",17276
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","27.48%","Skeletal Champion",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","26.43%","Dread Knight",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","10.45%","Vigilant Ward",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","7.36%","Timelost Thaumaturge",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","6.42%","Timeslither Pythoness",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","6.31%","Shackled Servant",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","5.23%","Absolute Acolyte",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","4.12%","Harbinger of Death",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","3.74%","Carrion Medium",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","2.07%","Timeless Lich",34791
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","-","0.39%","Chronomaster",34791
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","41.32%","Epoch Golem",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","18.22%","Chamber Cleaver",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","17.07%","Portal Plunderer",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","13.23%","Dread Knight",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","4.41%","Skeletal Champion",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","3.26%","Clockwork Timespinner",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","1.25%","Sentient Slime",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","0.77%","Record Keeper",1043
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","-","0.48%","Record Keeper's Assistant",1043
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","-","57.57%","Sentient Slime",1789
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","-","41.64%","Dread Knight",1789
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","-","0.78%","Harbinger of Death",1789
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","42.96%","Dread Knight",561
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","23.35%","Chamber Cleaver",561
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","12.12%","Portal Plunderer",561
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","9.27%","Skeletal Champion",561
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","5.88%","Clockwork Timespinner",561
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","4.10%","Sentient Slime",561
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","1.25%","Record Keeper",561
"Bristle Woods Rift","Gearworks (Paladin's Bane)","Runic String","-","1.07%","Record Keeper's Assistant",561
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","25.06%","Timeless Lich",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","25.06%","Timeslither Pythoness",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","10.86%","Epoch Golem",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","10.64%","Portal Plunderer",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","8.20%","Carrion Medium",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","6.65%","Shackled Servant",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","5.54%","Skeletal Champion",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","5.54%","Dread Knight",451
"Bristle Woods Rift","Hidden Treasury (Paladin's Bane)","Runic String","-","2.44%","Harbinger of Death",451
"Bristle Woods Rift","Ingress (Paladin's Bane)","Runic String","-","21.01%","Sentient Slime",933
"Bristle Woods Rift","Ingress (Paladin's Bane)","Runic String","-","20.69%","Dread Knight",933
"Bristle Woods Rift","Ingress (Paladin's Bane)","Runic String","-","18.22%","Portal Pursuer",933
"Bristle Woods Rift","Ingress (Paladin's Bane)","Runic String","-","18.11%","Clockwork Timespinner",933
"Bristle Woods Rift","Ingress (Paladin's Bane)","Runic String","-","11.90%","Vigilant Ward",933
"Bristle Woods Rift","Ingress (Paladin's Bane)","Runic String","-","9.54%","Shackled Servant",933
"Bristle Woods Rift","Ingress (Paladin's Bane)","Runic String","-","0.54%","Harbinger of Death",933
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","23.04%","Epoch Golem",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","18.26%","Portal Plunderer",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","12.61%","Clockwork Timespinner",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","11.88%","Record Keeper's Assistant",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","11.74%","Record Keeper",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","11.74%","Dread Knight",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","5.80%","Skeletal Champion",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","2.61%","Sentient Slime",690
"Bristle Woods Rift","Lucky Tower (Paladin's Bane)","Runic String","-","2.32%","Harbinger of Death",690
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","28.79%","Timelost Thaumaturge",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","19.98%","Chamber Cleaver",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","15.40%","Shackled Servant",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","12.50%","Timeslither Pythoness",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","8.71%","Dread Knight",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","7.22%","Vigilant Ward",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","4.49%","Skeletal Champion",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","2.11%","Harbinger of Death",1136
"Bristle Woods Rift","Runic Laboratory (Paladin's Bane)","Runic String","-","0.79%","Sentient Slime",1136
"Bristle Woods Rift","Security (Paladin's Bane)","Runic String","-","90.65%","Skeletal Champion",246
"Bristle Woods Rift","Security (Paladin's Bane)","Runic String","-","5.69%","Timelost Thaumaturge",246
"Bristle Woods Rift","Security (Paladin's Bane)","Runic String","-","2.03%","Vigilant Ward",246
"Bristle Woods Rift","Security (Paladin's Bane)","Runic String","-","1.63%","Shackled Servant",246
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","-","35.15%","Carrion Medium",17621
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","-","28.08%","Chronomaster",17621
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","-","20.06%","Timeless Lich",17621
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","-","11.38%","Sentient Slime",17621
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","-","5.33%","Skeletal Champion",17621
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","26.38%","Carrion Medium",235
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","22.13%","Chronomaster",235
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","17.45%","Portal Pursuer",235
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","13.19%","Timeless Lich",235
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","8.94%","Sentient Slime",235
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","6.81%","Portal Paladin",235
"Bristle Woods Rift","Timewarp (Pursued)","Runic String","-","5.11%","Skeletal Champion",235
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","30.51%","Portal Pursuer",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","22.03%","Skeletal Champion",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","20.34%","Dread Knight",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","9.32%","Vigilant Ward",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","4.24%","Harbinger of Death",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","4.24%","Timelost Thaumaturge",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","2.54%","Timeless Lich",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","2.54%","Shackled Servant",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","2.54%","Timeslither Pythoness",118
"Bristle Woods Rift","Acolyte (Paladin's Bane) (Pursued)","Runic String","-","1.69%","Absolute Acolyte",118
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","30.42%","Carrion Medium",240
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","22.50%","Chronomaster",240
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","17.50%","Timeless Lich",240
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","15.00%","Portal Pursuer",240
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","10.83%","Sentient Slime",240
"Bristle Woods Rift","Timewarp (Paladin's Bane) (Pursued)","Runic String","-","3.75%","Skeletal Champion",240
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","38.08%","Portal Paladin",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","19.42%","Dread Knight",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","12.76%","Absolute Acolyte",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","7.92%","Vigilant Ward",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","5.82%","Timelost Thaumaturge",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","4.35%","Shackled Servant",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","3.51%","Timeslither Pythoness",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","3.16%","Harbinger of Death",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","2.66%","Carrion Medium",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","2.17%","Timeless Lich",1426
"Bristle Woods Rift","Acolyte","Runic String","Rift Antiskele","0.14%","Chronomaster",1426
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","42.21%","Dread Knight",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","21.43%","Chamber Cleaver",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","11.04%","Portal Plunderer",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","7.79%","Portal Paladin",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","7.14%","Clockwork Timespinner",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","4.55%","Sentient Slime",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","3.25%","Record Keeper",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","0.65%","Vigilant Ward",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","0.65%","Harbinger of Death",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","0.65%","Timelost Thaumaturge",154
"Bristle Woods Rift","Gearworks","Runic String","Rift Antiskele","0.65%","Record Keeper's Assistant",154
"Bristle Woods Rift","Guard Barracks","Runic String","Rift Antiskele","66.52%","Portal Paladin",227
"Bristle Woods Rift","Guard Barracks","Runic String","Rift Antiskele","18.94%","Dread Knight",227
"Bristle Woods Rift","Guard Barracks","Runic String","Rift Antiskele","11.01%","Epoch Golem",227
"Bristle Woods Rift","Guard Barracks","Runic String","Rift Antiskele","2.64%","Clockwork Timespinner",227
"Bristle Woods Rift","Guard Barracks","Runic String","Rift Antiskele","0.88%","Sentient Slime",227
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","25.38%","Epoch Golem",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","16.15%","Dread Knight",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","16.15%","Portal Plunderer",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","10.77%","Clockwork Timespinner",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","10.00%","Portal Paladin",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","9.23%","Record Keeper's Assistant",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","7.69%","Record Keeper",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","3.85%","Sentient Slime",130
"Bristle Woods Rift","Lucky Tower","Runic String","Rift Antiskele","0.77%","Harbinger of Death",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","20.00%","Dread Knight",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","19.23%","Timelost Thaumaturge",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","19.23%","Chamber Cleaver",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","16.15%","Shackled Servant",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","8.46%","Vigilant Ward",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","7.69%","Portal Paladin",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","7.69%","Timeslither Pythoness",130
"Bristle Woods Rift","Runic Laboratory","Runic String","Rift Antiskele","1.54%","Harbinger of Death",130
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","32.61%","Carrion Medium",2953
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","27.29%","Chronomaster",2953
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","17.91%","Timeless Lich",2953
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","11.38%","Portal Paladin",2953
"Bristle Woods Rift","Timewarp","Runic String","Rift Antiskele","10.80%","Sentient Slime",2953
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","35.06%","Dread Knight",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","14.37%","Vigilant Ward",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","10.13%","Timelost Thaumaturge",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","8.74%","Shackled Servant",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","8.72%","Absolute Acolyte",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","8.13%","Timeslither Pythoness",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","5.97%","Carrion Medium",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","5.67%","Harbinger of Death",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","2.78%","Timeless Lich",4392
"Bristle Woods Rift","Acolyte (Paladin's Bane)","Runic String","Rift Antiskele","0.43%","Chronomaster",4392
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","Rift Antiskele","50.49%","Epoch Golem",103
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","Rift Antiskele","20.39%","Chamber Cleaver",103
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","Rift Antiskele","12.62%","Portal Plunderer",103
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","Rift Antiskele","10.68%","Dread Knight",103
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","Rift Antiskele","2.91%","Sentient Slime",103
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","Rift Antiskele","1.94%","Clockwork Timespinner",103
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Runic String","Rift Antiskele","0.97%","Record Keeper's Assistant",103
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","Rift Antiskele","36.70%","Carrion Medium",2357
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","Rift Antiskele","29.83%","Chronomaster",2357
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","Rift Antiskele","21.30%","Timeless Lich",2357
"Bristle Woods Rift","Timewarp (Paladin's Bane)","Runic String","Rift Antiskele","12.18%","Sentient Slime",2357
"Bristle Woods Rift","Ancient Lab","Ancient String","-","38.55%","Epoch Golem",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","21.35%","Portal Plunderer",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","11.86%","Portal Paladin",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","10.08%","Dread Knight",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","5.46%","Clockwork Timespinner",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","5.46%","Skeletal Champion",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","4.27%","Record Keeper",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","2.14%","Record Keeper's Assistant",843
"Bristle Woods Rift","Ancient Lab","Ancient String","-","0.83%","Sentient Slime",843
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","51.43%","Sentient Slime",1017
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","34.12%","Dread Knight",1017
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","14.26%","Portal Paladin",1017
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","0.20%","Harbinger of Death",1017
"Bristle Woods Rift","Gearworks","Ancient String","-","32.84%","Dread Knight",475
"Bristle Woods Rift","Gearworks","Ancient String","-","15.37%","Portal Plunderer",475
"Bristle Woods Rift","Gearworks","Ancient String","-","11.79%","Clockwork Timespinner",475
"Bristle Woods Rift","Gearworks","Ancient String","-","9.05%","Skeletal Champion",475
"Bristle Woods Rift","Gearworks","Ancient String","-","8.84%","Sentient Slime",475
"Bristle Woods Rift","Gearworks","Ancient String","-","8.63%","Portal Paladin",475
"Bristle Woods Rift","Gearworks","Ancient String","-","7.16%","Record Keeper's Assistant",475
"Bristle Woods Rift","Gearworks","Ancient String","-","6.32%","Record Keeper",475
"Bristle Woods Rift","Guard Barracks","Ancient String","-","60.72%","Portal Paladin",1716
"Bristle Woods Rift","Guard Barracks","Ancient String","-","15.56%","Dread Knight",1716
"Bristle Woods Rift","Guard Barracks","Ancient String","-","10.72%","Sentient Slime",1716
"Bristle Woods Rift","Guard Barracks","Ancient String","-","7.81%","Epoch Golem",1716
"Bristle Woods Rift","Guard Barracks","Ancient String","-","5.19%","Clockwork Timespinner",1716
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","20.59%","Timeless Lich",170
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","20.00%","Timeslither Pythoness",170
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","14.71%","Portal Paladin",170
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","14.12%","Epoch Golem",170
"Bristle Woods Rift","Hidden Treasury","Ancient String","-","10.00%","Portal Plunderer",170
