"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","18.93%","Chipper",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","10.68%","Stickybomber",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","10.45%","Iceblock",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","9.77%","Snow Slinger",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","9.72%","Saboteur",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","9.55%","Wolfskie",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","5.65%","Snow Bowler",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","4.69%","Heavy Blaster",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Gouda","-","0.96%","Living Salt",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","19.60%","Icebreaker",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","18.93%","Chipper",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","10.68%","Stickybomber",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","10.45%","Iceblock",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","9.77%","Snow Slinger",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","9.72%","Saboteur",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","9.55%","Wolfskie",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","5.65%","Snow Bowler",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","4.69%","Heavy Blaster",1770
"Iceberg","Bombing Run (Ultimate Iceberg)","Brie","-","0.96%","Living Salt",1770
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","26.53%","Wolfskie",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","24.14%","Iceblock",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","18.83%","Snowblind",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","12.47%","Chipper",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","6.63%","Iceblade",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","5.57%","Snow Bowler",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","5.04%","Water Wielder",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","SB+","-","0.80%","Living Salt",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","26.53%","Wolfskie",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","24.14%","Iceblock",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","18.83%","Snowblind",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","12.47%","Chipper",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","6.63%","Iceblade",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","5.57%","Snow Bowler",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","5.04%","Water Wielder",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Gouda","-","0.80%","Living Salt",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","26.53%","Wolfskie",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","24.14%","Iceblock",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","18.83%","Snowblind",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","12.47%","Chipper",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","6.63%","Iceblade",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","5.57%","Snow Bowler",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","5.04%","Water Wielder",377
"Iceberg","The Mad Depths (Ultimate Iceberg)","Brie","-","0.80%","Living Salt",377
