"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Bristle Woods Rift","Ancient Lab (Paladin's Bane)","Swiss String","Rift Antiskele","2.11%","Dread Knight",2302
"Bristle Woods Rift","Entrance","Runic String","-","78.46%","Vigilant Ward",325
"Bristle Woods Rift","Entrance","Runic String","-","10.46%","Portal Paladin",325
"Bristle Woods Rift","Entrance","Runic String","-","3.69%","Portal Plunderer",325
"Bristle Woods Rift","Entrance","Runic String","-","3.08%","Epoch Golem",325
"Bristle Woods Rift","Entrance","Runic String","-","3.08%","Skeletal Champion",325
"Bristle Woods Rift","Entrance","Runic String","-","0.62%","Clockwork Timespinner",325
"Bristle Woods Rift","Entrance","Runic String","-","0.62%","Sentient Slime",325
"Bristle Woods Rift","Entrance","Runic String","Rift Antiskele","80.95%","Vigilant Ward",368
"Bristle Woods Rift","Entrance","Runic String","Rift Antiskele","10.64%","Portal Paladin",368
"Bristle Woods Rift","Entrance","Runic String","Rift Antiskele","3.92%","Portal Plunderer",368
"Bristle Woods Rift","Entrance","Runic String","Rift Antiskele","3.36%","Epoch Golem",368
"Bristle Woods Rift","Entrance","Runic String","Rift Antiskele","0.56%","Sentient Slime",368
"Bristle Woods Rift","Entrance","Runic String","Rift Antiskele","0.56%","Clockwork Timespinner",368
"Bristle Woods Rift","Frozen Alcove","Runic String","-","54.79%","Sentient Slime",4344
"Bristle Woods Rift","Frozen Alcove","Runic String","-","38.59%","Dread Knight",4344
"Bristle Woods Rift","Frozen Alcove","Runic String","-","6.11%","Portal Paladin",4344
"Bristle Woods Rift","Frozen Alcove","Runic String","-","0.51%","Harbinger of Death",4344
"Bristle Woods Rift","Frozen Alcove","Runic String","Rift Antiskele","54.56%","Sentient Slime",4474
"Bristle Woods Rift","Frozen Alcove","Runic String","Rift Antiskele","38.79%","Dread Knight",4474
"Bristle Woods Rift","Frozen Alcove","Runic String","Rift Antiskele","6.15%","Portal Paladin",4474
"Bristle Woods Rift","Frozen Alcove","Runic String","Rift Antiskele","0.49%","Harbinger of Death",4474
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","54.92%","Sentient Slime",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","36.29%","Dread Knight",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","8.60%","Portal Paladin",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","-","0.19%","Harbinger of Death",1551
"Bristle Woods Rift","Frozen Alcove","Ancient String","Rift Antiskele","54.87%","Sentient Slime",1597
"Bristle Woods Rift","Frozen Alcove","Ancient String","Rift Antiskele","36.39%","Dread Knight",1597
"Bristle Woods Rift","Frozen Alcove","Ancient String","Rift Antiskele","8.55%","Portal Paladin",1597
"Bristle Woods Rift","Frozen Alcove","Ancient String","Rift Antiskele","0.19%","Harbinger of Death",1597
"Bristle Woods Rift","Frozen Alcove","Magical String","-","79.75%","Sentient Slime",1353
"Bristle Woods Rift","Frozen Alcove","Magical String","-","11.75%","Dread Knight",1353
"Bristle Woods Rift","Frozen Alcove","Magical String","-","8.50%","Portal Paladin",1353
"Bristle Woods Rift","Frozen Alcove","Magical String","Rift Antiskele","79.79%","Sentient Slime",1450
"Bristle Woods Rift","Frozen Alcove","Magical String","Rift Antiskele","11.66%","Dread Knight",1450
"Bristle Woods Rift","Frozen Alcove","Magical String","Rift Antiskele","8.48%","Portal Paladin",1450
"Bristle Woods Rift","Frozen Alcove","Magical String","Rift Antiskele","0.07%","Harbinger of Death",1450
"Bristle Woods Rift","Frozen Alcove","Brie String","-","80.12%","Sentient Slime",1385
"Bristle Woods Rift","Frozen Alcove","Brie String","-","11.04%","Dread Knight",1385
"Bristle Woods Rift","Frozen Alcove","Brie String","-","8.85%","Portal Paladin",1385
"Bristle Woods Rift","Frozen Alcove","Brie String","Rift Antiskele","79.91%","Sentient Slime",1519
"Bristle Woods Rift","Frozen Alcove","Brie String","Rift Antiskele","11.21%","Dread Knight",1519
"Bristle Woods Rift","Frozen Alcove","Brie String","Rift Antiskele","8.88%","Portal Paladin",1519
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","-","58.36%","Sentient Slime",4344
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","-","41.10%","Dread Knight",4344
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","-","0.54%","Harbinger of Death",4344
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","Rift Antiskele","58.14%","Sentient Slime",4474
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","Rift Antiskele","41.33%","Dread Knight",4474
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Runic String","Rift Antiskele","0.52%","Harbinger of Death",4474
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Ancient String","-","60.08%","Sentient Slime",1551
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Ancient String","-","39.70%","Dread Knight",1551
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Ancient String","-","0.21%","Harbinger of Death",1551
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Ancient String","Rift Antiskele","60.00%","Sentient Slime",1597
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Ancient String","Rift Antiskele","39.79%","Dread Knight",1597
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Ancient String","Rift Antiskele","0.21%","Harbinger of Death",1597
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Magical String","-","87.16%","Sentient Slime",1353
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Magical String","-","12.84%","Dread Knight",1353
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Magical String","Rift Antiskele","87.19%","Sentient Slime",1450
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Magical String","Rift Antiskele","12.74%","Dread Knight",1450
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Magical String","Rift Antiskele","0.08%","Harbinger of Death",1450
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Brie String","-","87.89%","Sentient Slime",1385
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Brie String","-","12.11%","Dread Knight",1385
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Brie String","Rift Antiskele","87.69%","Sentient Slime",1519
"Bristle Woods Rift","Frozen Alcove (Paladin's Bane)","Brie String","Rift Antiskele","12.31%","Dread Knight",1519
"Bristle Woods Rift","Furnace Room","Brie String","-","91.90%","Skeletal Champion",328
"Bristle Woods Rift","Furnace Room","Brie String","-","2.80%","Portal Paladin",328
"Bristle Woods Rift","Furnace Room","Brie String","-","1.87%","Clockwork Timespinner",328
"Bristle Woods Rift","Furnace Room","Brie String","-","1.87%","Portal Plunderer",328
"Bristle Woods Rift","Furnace Room","Brie String","-","1.56%","Dread Knight",328
"Bristle Woods Rift","Furnace Room","Brie String","Rift Antiskele","35.42%","Portal Paladin",419
"Bristle Woods Rift","Furnace Room","Brie String","Rift Antiskele","31.25%","Clockwork Timespinner",419
"Bristle Woods Rift","Furnace Room","Brie String","Rift Antiskele","16.67%","Portal Plunderer",419
"Bristle Woods Rift","Furnace Room","Brie String","Rift Antiskele","16.67%","Dread Knight",419
